customer_id,age,gender,signup_channel,membership_tier,monthly_visits,avg_discount_rate,online_ad_cost,offline_ad_cost,total_ad_cost,campaign_group,responded,monthly_spend
1470,27,Male,Organic Search,Basic,4,0.224,5.53,13.62,19.15,treatment,0,29.27
1471,50,Female,Organic Search,Basic,7,0.193,0.46,4.16,4.62,treatment,0,29.39
1472,37,Male,Social Ads,Basic,12,0.287,5.46,11.98,17.44,treatment,0,15.92
1473,56,Female,Organic Search,Basic,2,0.277,9.03,0.92,9.95,control,0,36.02
1474,53,Female,Organic Search,Basic,4,0.143,9.3,2.59,11.89,control,0,16.05
1475,26,Female,Social Ads,Basic,10,0.272,7.93,2.63,10.56,control,0,28.38
1476,38,Male,Influencer,Basic,3,0.19,14.31,6.48,20.79,treatment,0,21.46
1477,21,Female,Influencer,Basic,8,0.194,13.58,12.11,25.69,control,0,28.99
1478,49,Male,Social Ads,Silver,9,0.259,9.39,12.03,21.42,control,0,25.53
1479,32,Female,Social Ads,Basic,3,0.149,4.13,15.71,19.84,control,0,19.63
1480,36,Male,Influencer,Basic,12,0.141,3.07,1.61,4.68,treatment,0,40.92
1481,50,Male,Organic Search,Gold,9,0.316,2.31,1.89,4.2,control,0,28.47
1482,48,Male,Referral,Basic,5,0.243,7.83,3.45,11.28,control,0,29.9
1483,48,Male,Referral,Basic,2,0.126,6.26,9.73,15.99,treatment,0,35.36
1484,36,Female,Organic Search,Basic,9,0.106,2.9,13.35,16.25,control,0,24.77
1485,51,Female,Organic Search,Basic,4,0.18,5.96,8.8,14.76,control,0,27.97
1486,55,Female,Referral,Basic,9,0.381,4.62,14.67,19.29,control,0,30.1
1487,35,Male,Organic Search,Basic,8,0.157,3.15,1.33,4.48,treatment,0,22.42
1488,31,Male,Organic Search,Basic,8,0.293,5.19,1.28,6.47,control,0,45.01
1489,38,Female,Influencer,Gold,11,0.309,18.28,3.98,22.26,control,1,42.21
1490,23,Female,Social Ads,Basic,7,0.101,10.65,5.25,15.9,control,0,16.3
1491,60,Male,Organic Search,Gold,9,0.236,17.05,4.35,21.4,control,0,19.62
1492,50,Male,Organic Search,Basic,8,0.086,9.52,6.38,15.9,treatment,0,46.71
1493,25,Male,Influencer,Silver,7,0.05,7.55,2.93,10.48,control,0,33.69
1494,41,Male,Social Ads,Basic,6,0.108,22.34,2.91,25.25,control,0,20.44
1495,46,Male,Influencer,Basic,4,0.16,8.11,6.06,14.17,treatment,1,44.8
1496,45,Male,Organic Search,Basic,8,0.18,4.37,1.55,5.92,treatment,0,28.78
1497,31,Female,Social Ads,Basic,8,0.203,8.78,7.62,16.4,treatment,0,49.17
1498,47,Male,Organic Search,Silver,7,0.292,5.56,16.06,21.62,control,0,19.36
1499,52,Male,Referral,Silver,12,0.199,6.05,1.31,7.36,control,0,49.81
1500,37,Female,Referral,Basic,6,0.24,11.35,2.4,13.75,treatment,0,19.47
1501,67,Female,Referral,Basic,9,0.414,15.49,1.19,16.68,control,0,41.54
1502,41,Male,Influencer,Basic,7,0.229,4.31,2.1,6.41,control,0,35.44
1503,39,Male,Social Ads,Basic,4,0.159,5.17,0.96,6.13,treatment,0,17.45
1504,33,Male,Influencer,Basic,3,0.252,12.83,5.37,18.2,control,1,31.14
1505,59,Male,Social Ads,Basic,3,0.258,11.92,3.09,15.01,control,0,52.45
1506,28,Female,Influencer,Silver,6,0.184,6.89,3.98,10.87,control,0,27.59
1507,38,Female,Referral,Silver,7,0.165,6.15,7.96,14.11,control,0,54.48
1508,65,Male,Influencer,Gold,17,0.183,13.57,4.43,18.0,treatment,1,69.06
1509,43,Male,Referral,Basic,6,0.15,17.73,2.69,20.42,control,0,28.58
1510,25,Male,Organic Search,Silver,16,0.008,8.01,7.04,15.05,control,0,27.39
1511,64,Female,Referral,Silver,21,0.264,1.6,4.08,5.68,treatment,1,23.42
1512,23,Female,Influencer,Silver,13,0.273,12.76,6.69,19.45,treatment,0,80.65
1513,38,Male,Referral,Gold,9,0.205,19.84,15.89,35.73,control,1,15.65
1514,20,Female,Social Ads,Basic,6,0.146,3.42,4.28,7.7,treatment,0,26.45
1515,48,Female,Organic Search,Silver,6,0.093,5.45,1.58,7.03,control,0,17.01
1516,34,Female,Referral,Basic,8,0.17,7.02,6.31,13.33,control,0,23.61
1517,61,Male,Influencer,Silver,5,0.12,3.15,4.74,7.89,treatment,1,31.45
1518,43,Female,Organic Search,Basic,11,0.138,5.03,5.7,10.73,treatment,0,37.9
1519,47,Female,Influencer,Basic,14,0.098,42.89,18.9,61.79,treatment,1,151.19
1520,34,Male,Social Ads,Silver,7,0.344,10.07,7.63,17.7,control,0,23.89
1521,48,Male,Social Ads,Basic,2,0.444,18.75,4.1,22.85,treatment,0,18.67
1522,18,Female,Referral,Basic,15,0.115,8.05,1.06,9.11,treatment,0,15.95
1523,20,Male,Referral,Basic,3,0.197,6.32,2.13,8.45,control,1,18.2
1524,52,Male,Referral,Basic,5,0.158,16.98,7.44,24.42,control,0,49.39
1525,18,Female,Organic Search,Basic,7,0.203,15.81,23.12,38.93,treatment,0,35.85
1526,47,Female,Organic Search,Basic,11,0.201,9.23,9.13,18.36,control,0,21.58
1527,41,Female,Referral,Basic,9,0.393,7.29,7.72,15.01,control,1,58.8
1528,35,Female,Social Ads,Silver,11,0.238,20.52,7.19,27.71,control,0,35.13
1529,47,Male,Social Ads,Basic,2,0.123,5.54,1.92,7.46,control,0,21.56
1530,55,Female,Referral,Silver,7,0.363,10.99,11.24,22.23,control,0,25.73
1531,50,Female,Influencer,Silver,5,0.201,15.86,10.43,26.29,control,0,35.95
1532,30,Male,Social Ads,Basic,4,0.347,6.33,11.3,17.63,control,0,22.98
1533,29,Female,Referral,Silver,11,0.179,16.73,12.3,29.03,treatment,0,23.79
1534,44,Male,Referral,Basic,11,0.194,16.64,3.26,19.9,control,1,34.03
1535,56,Female,Organic Search,Silver,10,0.118,24.91,3.91,28.82,control,1,46.23
1536,60,Male,Referral,Basic,14,0.093,6.78,5.59,12.37,treatment,0,46.78
1537,43,Female,Referral,Basic,7,0.282,3.83,13.91,17.74,treatment,1,28.1
1538,45,Female,Organic Search,Silver,10,0.083,5.09,27.32,32.41,control,0,45.71
1539,41,Male,Referral,Basic,7,0.156,31.85,14.21,46.06,control,0,31.85
1540,28,Male,Referral,Basic,6,0.332,44.93,5.23,50.16,treatment,0,59.9
1541,60,Male,Social Ads,Basic,11,0.156,10.13,4.18,14.31,treatment,0,16.21
1542,49,Male,Social Ads,Basic,4,0.194,3.22,28.94,32.16,treatment,0,19.65
1543,39,Female,Referral,Basic,4,0.039,9.17,3.05,12.22,control,0,40.21
1544,25,Female,Referral,Basic,4,0.335,10.75,7.12,17.87,treatment,0,26.87
1545,33,Male,Social Ads,Basic,6,0.289,7.72,19.45,27.17,treatment,0,18.14
1546,18,Male,Organic Search,Silver,6,0.194,7.43,6.05,13.48,control,0,31.27
1547,29,Female,Organic Search,Silver,16,0.069,12.5,2.61,15.11,treatment,0,45.62
1548,35,Male,Organic Search,Basic,3,0.155,9.84,6.79,16.63,treatment,0,12.76
1549,41,Female,Social Ads,Gold,12,0.241,4.48,6.62,11.1,control,0,21.3
1550,42,Female,Social Ads,Basic,4,0.194,8.45,5.47,13.92,control,0,24.37
1551,46,Female,Referral,Basic,5,0.099,4.1,12.28,16.38,treatment,1,15.28
1552,45,Male,Referral,Basic,5,0.337,4.3,7.02,11.32,treatment,1,32.05
1553,54,Female,Referral,Basic,5,0.194,6.39,6.82,13.21,treatment,0,16.11
1554,33,Female,Social Ads,Silver,12,0.199,5.05,8.81,13.86,treatment,1,31.82
1555,23,Female,Organic Search,Silver,7,0.168,30.75,3.98,34.73,treatment,1,39.71
1556,25,Male,Organic Search,Silver,5,0.227,7.41,19.14,26.55,control,0,15.51
1557,36,Male,Influencer,Basic,9,0.095,22.88,8.25,31.13,control,0,51.53
1558,55,Male,Referral,Basic,9,0.122,5.25,3.0,8.25,control,0,26.2
1559,30,Female,Referral,Basic,2,0.046,13.92,13.48,27.4,control,0,29.82
1560,32,Female,Organic Search,Basic,2,0.137,0.11,12.32,12.43,treatment,0,24.13
1561,21,Male,Organic Search,Basic,12,0.047,9.0,6.83,15.83,treatment,0,47.08
1562,77,Female,Organic Search,Basic,4,0.064,6.19,7.84,14.03,treatment,1,25.06
1563,46,Female,Organic Search,Silver,11,0.12,15.25,19.39,34.64,treatment,1,43.21
1564,31,Female,Social Ads,Basic,4,0.118,3.67,2.22,5.89,control,0,20.47
1565,51,Male,Referral,Basic,6,0.183,29.93,2.05,31.98,treatment,0,42.2
1566,30,Male,Social Ads,Silver,13,0.249,2.94,3.76,6.7,treatment,1,29.71
1567,48,Female,Social Ads,Basic,9,0.235,3.27,11.9,15.17,treatment,1,23.96
1568,41,Male,Referral,Basic,11,0.243,4.94,3.3,8.24,treatment,0,21.67
1569,36,Male,Organic Search,Basic,4,0.217,10.82,3.22,14.04,treatment,0,36.17
1570,34,Male,Influencer,Basic,8,0.337,1.43,9.79,11.22,control,0,39.3
1571,55,Male,Referral,Silver,6,0.266,8.16,4.32,12.48,control,0,26.74
1572,41,Female,Organic Search,Gold,13,0.069,1.98,12.19,14.17,treatment,0,19.93
1573,42,Male,Influencer,Basic,15,0.287,16.44,17.56,34.0,control,0,80.9
1574,31,Male,Social Ads,Basic,13,0.205,6.03,5.43,11.46,treatment,1,14.59
1575,66,Female,Influencer,Silver,9,0.133,1.99,12.46,14.45,control,1,21.0
1576,49,Male,Influencer,Basic,10,0.163,16.05,5.96,22.01,treatment,1,25.25
1577,50,Male,Organic Search,Silver,6,0.167,29.63,3.55,33.18,treatment,0,51.15
1578,33,Female,Influencer,Silver,7,0.273,1.14,0.34,1.48,control,0,23.88
1579,44,Male,Referral,Basic,8,0.089,14.79,12.0,26.79,treatment,0,18.08
1580,31,Female,Social Ads,Gold,19,0.227,2.38,6.15,8.53,treatment,1,23.09
1581,34,Female,Organic Search,Basic,10,0.146,8.38,1.34,9.72,treatment,1,25.61
1582,40,Female,Referral,Basic,7,0.203,30.65,11.72,42.37,control,0,55.0
1583,46,Male,Referral,Basic,7,0.201,9.17,4.5,13.67,control,0,17.77
1584,38,Male,Social Ads,Gold,20,0.208,8.17,1.04,9.21,control,0,20.93
1585,29,Female,Influencer,Silver,8,0.23,6.52,1.06,7.58,control,0,25.05
1586,73,Male,Social Ads,Basic,7,0.036,10.03,6.02,16.05,control,0,17.56
1587,44,Female,Organic Search,Silver,6,0.155,7.24,5.48,12.72,control,0,43.83
1588,33,Male,Influencer,Basic,7,0.05,2.48,4.46,6.94,control,0,28.11
1589,38,Female,Social Ads,Silver,7,0.067,6.4,7.53,13.93,control,0,22.87
1590,42,Female,Influencer,Gold,12,0.048,7.4,3.02,10.42,control,0,51.89
1591,47,Male,Organic Search,Basic,4,0.066,10.06,5.09,15.15,treatment,0,17.5
1592,31,Female,Influencer,Gold,11,0.092,14.41,1.94,16.35,treatment,1,54.34
1593,45,Female,Organic Search,Basic,7,0.153,20.03,1.16,21.19,control,0,23.48
1594,39,Female,Social Ads,Silver,7,0.161,4.16,7.16,11.32,treatment,1,17.13
1595,45,Female,Influencer,Basic,14,0.261,14.18,0.81,14.99,control,0,99.66
1596,44,Male,Influencer,Basic,8,0.353,2.91,7.84,10.75,control,0,18.55
1597,52,Female,Influencer,Basic,4,0.099,10.9,8.71,19.61,treatment,0,34.28
1598,65,Female,Social Ads,Silver,10,0.5,6.09,4.47,10.56,treatment,0,44.77
1599,50,Male,Social Ads,Silver,6,0.117,24.8,16.52,41.32,control,0,20.47
1600,50,Female,Organic Search,Silver,13,0.14,19.44,14.72,34.16,treatment,1,44.0
1601,39,Male,Social Ads,Basic,6,0.153,7.64,10.67,18.31,control,1,12.89
1602,43,Female,Organic Search,Gold,18,0.326,14.32,10.52,24.84,treatment,1,31.26
1603,49,Female,Social Ads,Basic,7,0.04,9.65,2.26,11.91,treatment,0,17.46
1604,46,Female,Influencer,Basic,2,0.109,1.56,8.99,10.55,treatment,0,23.11
1605,57,Female,Social Ads,Silver,9,0.086,22.97,3.04,26.01,treatment,1,19.14
1606,37,Female,Organic Search,Basic,8,0.033,16.54,1.7,18.24,control,0,28.05
1607,47,Female,Organic Search,Basic,7,0.267,24.79,12.71,37.5,control,0,59.06
1608,39,Female,Social Ads,Basic,5,0.125,18.11,3.36,21.47,control,0,17.8
1609,45,Male,Social Ads,Gold,10,0.091,8.7,9.77,18.47,treatment,1,26.4
1610,48,Male,Organic Search,Basic,7,0.35,5.9,0.76,6.66,treatment,0,19.23
1611,37,Female,Social Ads,Basic,6,0.127,31.61,5.47,37.08,treatment,0,45.67
1612,26,Female,Influencer,Basic,13,0.268,5.53,8.41,13.94,treatment,0,88.72
1613,36,Female,Referral,Basic,9,0.13,4.61,5.41,10.02,treatment,0,27.67
1614,44,Female,Social Ads,Basic,7,0.174,10.67,4.6,15.27,treatment,0,15.77
1615,18,Female,Organic Search,Basic,8,0.13,10.41,7.22,17.63,treatment,0,19.41
1616,50,Female,Organic Search,Gold,22,0.312,8.38,2.22,10.6,treatment,0,80.46
1617,26,Male,Social Ads,Gold,11,0.14,17.34,0.92,18.26,treatment,1,22.27
1618,48,Female,Organic Search,Silver,10,0.127,17.66,15.52,33.18,control,0,35.53
1619,62,Female,Social Ads,Basic,3,0.212,10.51,13.3,23.81,treatment,0,23.56
1620,36,Male,Influencer,Silver,6,0.139,25.55,8.84,34.39,control,0,31.76
1621,48,Female,Social Ads,Basic,5,0.104,15.23,1.32,16.55,treatment,0,32.38
1622,28,Male,Social Ads,Silver,7,0.109,8.03,7.09,15.12,control,0,23.85
1623,45,Male,Social Ads,Basic,3,0.349,9.79,10.74,20.53,control,0,32.67
1624,26,Male,Referral,Basic,2,0.396,11.72,3.1,14.82,control,0,30.73
1625,47,Female,Influencer,Basic,3,0.247,3.9,0.35,4.25,treatment,0,63.84
1626,40,Male,Organic Search,Basic,5,0.105,9.49,4.31,13.8,treatment,1,30.33
1627,61,Female,Referral,Gold,19,0.241,2.25,4.01,6.26,treatment,0,34.65
1628,50,Female,Social Ads,Gold,13,0.268,14.97,6.5,21.47,control,0,26.9
1629,46,Male,Social Ads,Basic,1,0.273,19.49,0.62,20.11,treatment,0,26.65
1630,31,Male,Organic Search,Basic,4,0.122,0.8,5.07,5.87,treatment,0,39.35
1631,36,Male,Social Ads,Silver,11,0.147,7.75,4.36,12.11,treatment,0,43.81
1632,46,Male,Organic Search,Silver,7,0.24,9.81,16.22,26.03,control,1,29.18
1633,47,Male,Social Ads,Basic,6,0.233,10.51,3.06,13.57,treatment,0,18.19
1634,29,Male,Influencer,Silver,9,0.112,5.73,10.65,16.38,control,1,21.43
1635,38,Female,Referral,Silver,6,0.067,11.1,13.3,24.4,treatment,1,52.57
1636,44,Male,Social Ads,Basic,7,0.025,9.86,2.59,12.45,treatment,1,22.88
1637,42,Male,Influencer,Gold,11,0.144,27.85,2.9,30.75,treatment,1,98.68
1638,53,Male,Influencer,Basic,3,0.054,7.59,7.75,15.34,treatment,0,21.74
1639,31,Female,Organic Search,Basic,6,0.227,9.03,18.01,27.04,treatment,1,22.37
1640,52,Male,Social Ads,Basic,9,0.209,3.25,9.94,13.19,control,0,10.33
1641,25,Female,Organic Search,Silver,11,0.017,27.42,8.58,36.0,treatment,0,36.93
1642,43,Male,Social Ads,Basic,4,0.122,4.55,6.95,11.5,control,0,12.93
1643,27,Female,Social Ads,Basic,7,0.286,17.48,2.45,19.93,treatment,0,25.85
1644,40,Male,Influencer,Silver,20,0.197,22.28,1.12,23.4,control,1,30.13
1645,30,Male,Social Ads,Basic,3,0.109,21.93,4.19,26.12,control,0,15.73
1646,25,Male,Referral,Gold,9,0.152,16.76,0.35,17.11,treatment,0,37.74
1647,40,Female,Organic Search,Silver,6,0.307,4.88,0.57,5.45,control,0,25.77
1648,50,Male,Influencer,Basic,14,0.131,2.19,11.72,13.91,control,1,18.72
1649,45,Female,Social Ads,Basic,7,0.114,36.78,10.0,46.78,control,0,51.5
1650,46,Female,Referral,Gold,15,0.047,4.73,16.5,21.23,control,1,27.65
1651,42,Male,Social Ads,Silver,7,0.328,27.05,3.36,30.41,control,0,22.22
1652,38,Female,Organic Search,Basic,4,0.151,1.85,5.54,7.39,treatment,0,27.48
1653,28,Male,Referral,Gold,14,0.138,5.77,4.01,9.78,treatment,0,64.92
1654,33,Male,Social Ads,Silver,10,0.171,14.64,5.64,20.28,control,0,46.49
1655,28,Female,Influencer,Basic,11,0.117,9.18,17.76,26.94,treatment,1,53.86
1656,48,Male,Social Ads,Basic,10,0.225,14.37,3.64,18.01,control,0,23.02
1657,48,Female,Social Ads,Silver,5,0.203,18.14,6.92,25.06,treatment,0,26.07
1658,48,Male,Social Ads,Basic,7,0.145,3.68,4.01,7.69,treatment,1,18.64
1659,37,Male,Organic Search,Basic,4,0.121,9.13,3.33,12.46,treatment,1,33.93
1660,56,Male,Influencer,Basic,6,0.174,7.59,5.46,13.05,treatment,0,86.19
1661,38,Male,Referral,Gold,14,0.078,0.78,5.31,6.09,treatment,0,36.12
1662,22,Male,Social Ads,Silver,9,0.179,33.09,0.6,33.69,control,0,13.76
1663,32,Female,Referral,Silver,11,0.294,9.86,1.24,11.1,treatment,0,53.68
1664,58,Female,Influencer,Silver,9,0.242,8.41,6.77,15.18,treatment,0,31.84
1665,30,Male,Social Ads,Silver,5,0.088,2.94,2.4,5.34,control,0,16.09
1666,30,Female,Referral,Silver,13,0.085,3.74,1.51,5.25,treatment,0,32.5
1667,45,Male,Referral,Basic,8,0.175,14.67,9.52,24.19,control,0,57.86
1668,45,Male,Organic Search,Silver,8,0.078,41.37,3.15,44.52,control,0,22.5
1669,40,Male,Social Ads,Basic,3,0.353,4.32,3.92,8.24,treatment,0,24.98
1670,45,Male,Referral,Basic,3,0.064,6.03,4.59,10.62,treatment,0,57.06
1671,37,Male,Referral,Gold,14,0.16,31.81,3.0,34.81,treatment,0,60.32
1672,25,Female,Social Ads,Silver,18,0.228,7.71,0.66,8.37,treatment,1,38.03
1673,41,Female,Social Ads,Silver,12,0.189,8.27,6.8,15.07,treatment,0,27.88
1674,25,Male,Influencer,Silver,14,0.223,4.25,12.82,17.07,control,0,42.97
1675,40,Male,Social Ads,Gold,12,0.147,10.66,6.13,16.79,treatment,0,28.54
1676,35,Male,Organic Search,Silver,15,0.031,8.69,2.27,10.96,treatment,0,33.84
1677,24,Female,Referral,Silver,7,0.092,16.2,4.8,21.0,control,0,31.22
1678,48,Male,Organic Search,Silver,10,0.102,4.47,5.16,9.63,control,1,25.81
1679,45,Male,Influencer,Silver,9,0.126,4.54,6.91,11.45,control,0,31.31
1680,39,Female,Social Ads,Silver,6,0.233,0.34,0.94,1.28,treatment,0,47.98
1681,58,Male,Referral,Silver,11,0.193,5.39,7.21,12.6,treatment,0,35.99
1682,25,Female,Organic Search,Gold,14,0.197,6.27,15.97,22.24,control,0,18.97
1683,43,Female,Social Ads,Gold,13,0.107,12.03,0.95,12.98,control,0,33.31
1684,31,Male,Social Ads,Silver,12,0.328,14.66,13.43,28.09,treatment,0,76.97
1685,23,Male,Social Ads,Basic,5,0.164,9.63,3.29,12.92,control,0,20.96
1686,53,Male,Referral,Basic,3,0.118,4.1,1.58,5.68,treatment,1,20.35
1687,38,Female,Influencer,Silver,16,0.243,18.29,1.79,20.08,treatment,0,48.29
1688,50,Female,Social Ads,Silver,9,0.106,9.13,11.46,20.59,treatment,0,16.68
1689,45,Female,Organic Search,Silver,8,0.051,9.24,4.85,14.09,control,0,24.95
1690,61,Male,Organic Search,Basic,4,0.114,2.74,8.52,11.26,control,0,15.91
1691,23,Female,Social Ads,Basic,6,0.186,22.65,3.53,26.18,treatment,0,30.35
1692,69,Male,Social Ads,Basic,3,0.225,30.31,11.12,41.43,treatment,0,22.97
1693,37,Male,Organic Search,Silver,9,0.121,9.0,12.77,21.77,control,0,14.28
1694,48,Male,Referral,Silver,6,0.068,35.13,2.17,37.3,control,1,43.17
1695,45,Male,Referral,Gold,10,0.282,4.16,5.81,9.97,control,1,21.92
1696,36,Female,Social Ads,Silver,6,0.157,3.04,2.22,5.26,treatment,0,14.53
1697,38,Male,Influencer,Silver,26,0.041,7.61,11.1,18.71,treatment,1,56.24
1698,31,Male,Organic Search,Silver,8,0.106,18.1,8.96,27.06,control,0,32.78
1699,75,Female,Referral,Basic,4,0.225,12.16,9.36,21.52,treatment,0,29.63
1700,29,Male,Referral,Basic,3,0.123,19.51,2.24,21.75,treatment,0,31.15
1701,49,Female,Organic Search,Basic,2,0.064,16.62,1.99,18.61,treatment,0,23.53
1702,63,Female,Influencer,Silver,16,0.131,21.0,3.18,24.18,treatment,1,48.06
1703,36,Female,Referral,Gold,11,0.072,16.47,6.43,22.9,treatment,0,38.11
1704,48,Female,Referral,Basic,4,0.302,13.19,5.68,18.87,control,0,20.43
1705,23,Male,Organic Search,Basic,5,0.172,25.5,6.33,31.83,control,0,16.94
1706,50,Male,Organic Search,Basic,8,0.125,6.26,0.95,7.21,treatment,0,33.09
1707,56,Male,Referral,Basic,9,0.075,7.58,2.85,10.43,control,0,31.21
1708,35,Female,Social Ads,Basic,6,0.145,24.47,2.58,27.05,treatment,1,13.43
1709,25,Male,Referral,Silver,8,0.082,10.86,8.01,18.87,control,0,47.94
1710,28,Female,Organic Search,Basic,8,0.04,15.36,5.85,21.21,control,0,18.72
1711,24,Male,Organic Search,Basic,13,0.175,10.06,23.98,34.04,treatment,0,35.11
1712,62,Female,Influencer,Gold,9,0.082,4.67,4.21,8.88,control,1,31.97
1713,39,Male,Referral,Basic,8,0.062,25.17,3.2,28.37,control,0,37.6
1714,48,Female,Referral,Silver,7,0.103,9.4,4.18,13.58,control,0,29.48
1715,43,Female,Social Ads,Basic,6,0.326,5.68,4.29,9.97,treatment,0,19.31
1716,36,Male,Influencer,Silver,12,0.061,9.98,3.27,13.25,treatment,1,29.09
1717,47,Female,Social Ads,Silver,7,0.202,8.42,9.25,17.67,treatment,0,17.17
1718,34,Female,Referral,Silver,6,0.127,9.04,5.56,14.6,treatment,1,21.07
1719,28,Male,Influencer,Basic,22,0.235,12.63,15.05,27.68,treatment,1,35.89
1720,53,Male,Social Ads,Gold,17,0.099,8.78,5.61,14.39,control,1,19.0
1721,48,Female,Organic Search,Basic,2,0.102,12.17,0.71,12.88,control,0,12.77
1722,32,Male,Organic Search,Silver,6,0.139,12.54,0.52,13.06,treatment,0,15.5
1723,59,Male,Social Ads,Basic,1,0.075,11.23,3.12,14.35,treatment,0,23.99
1724,45,Male,Influencer,Silver,12,0.139,21.54,0.71,22.25,treatment,1,28.78
1725,65,Female,Influencer,Gold,11,0.177,3.54,12.1,15.64,control,0,34.02
1726,45,Male,Organic Search,Silver,9,0.178,9.1,2.34,11.44,treatment,0,37.62
1727,20,Male,Social Ads,Basic,5,0.227,3.04,1.52,4.56,control,0,15.5
1728,51,Male,Social Ads,Basic,9,0.068,5.76,4.07,9.83,treatment,1,19.26
1729,35,Female,Organic Search,Basic,6,0.311,25.74,7.18,32.92,control,0,20.51
1730,59,Male,Referral,Basic,2,0.461,7.63,1.4,9.03,control,0,49.95
1731,46,Female,Influencer,Basic,14,0.27,19.08,12.68,31.76,control,0,69.15
1732,33,Female,Social Ads,Basic,5,0.127,26.03,8.18,34.21,control,0,44.73
1733,52,Female,Influencer,Silver,8,0.118,5.28,0.93,6.21,control,1,37.54
1734,46,Male,Referral,Gold,16,0.375,0.69,3.59,4.28,treatment,1,67.16
1735,39,Male,Social Ads,Silver,8,0.296,14.24,0.44,14.68,control,0,30.68
1736,46,Female,Referral,Silver,6,0.043,5.97,9.23,15.2,control,0,21.57
1737,44,Male,Organic Search,Basic,2,0.127,8.56,4.9,13.46,treatment,0,29.15
1738,40,Male,Organic Search,Silver,13,0.077,5.11,2.11,7.22,treatment,0,27.19
1739,26,Male,Organic Search,Silver,6,0.071,3.94,9.14,13.08,treatment,1,30.38
1740,47,Male,Referral,Basic,6,0.273,18.5,1.84,20.34,treatment,0,47.8
1741,18,Male,Organic Search,Basic,2,0.169,4.7,3.65,8.35,control,0,23.83
1742,57,Female,Social Ads,Basic,4,0.349,40.9,7.09,47.99,control,0,54.45
1743,38,Male,Influencer,Basic,6,0.194,18.89,11.42,30.31,treatment,0,37.65
1744,52,Male,Referral,Silver,15,0.067,21.36,9.66,31.02,control,1,28.43
1745,35,Male,Social Ads,Silver,6,0.298,29.84,9.08,38.92,treatment,1,30.47
1746,34,Female,Organic Search,Basic,7,0.209,1.12,1.55,2.67,treatment,0,106.83
1747,34,Female,Social Ads,Basic,5,0.052,3.06,5.64,8.7,treatment,0,32.72
1748,35,Female,Referral,Silver,8,0.207,8.4,3.57,11.97,control,1,18.82
1749,54,Male,Referral,Basic,2,0.158,4.77,5.09,9.86,treatment,0,23.13
1750,28,Male,Organic Search,Silver,10,0.284,6.63,10.73,17.36,treatment,1,47.88
1751,19,Male,Social Ads,Basic,6,0.133,5.52,2.15,7.67,treatment,0,9.07
1752,36,Female,Influencer,Basic,12,0.226,9.81,1.33,11.14,treatment,1,20.3
1753,49,Female,Organic Search,Silver,15,0.309,17.6,4.68,22.28,treatment,1,70.17
1754,42,Male,Influencer,Gold,17,0.093,10.85,4.02,14.87,control,1,44.79
1755,53,Female,Social Ads,Basic,6,0.194,33.15,7.67,40.82,treatment,0,37.27
1756,42,Male,Referral,Silver,6,0.084,12.47,8.4,20.87,control,0,27.03
1757,30,Male,Organic Search,Silver,11,0.067,10.86,13.71,24.57,control,0,27.61
1758,20,Male,Organic Search,Silver,5,0.358,10.18,9.87,20.05,control,1,15.69
1759,31,Female,Organic Search,Basic,10,0.328,11.15,3.31,14.46,treatment,1,22.15
1760,46,Female,Social Ads,Basic,8,0.353,9.82,6.5,16.32,treatment,0,37.78
1761,58,Female,Organic Search,Silver,8,0.159,1.21,1.21,2.42,treatment,0,24.65
1762,38,Male,Social Ads,Silver,10,0.152,9.77,15.82,25.59,control,1,16.16
1763,41,Male,Social Ads,Basic,8,0.347,21.79,7.46,29.25,control,0,16.95
1764,66,Female,Influencer,Basic,8,0.088,12.33,5.36,17.69,control,0,46.97
1765,36,Female,Referral,Silver,15,0.436,2.51,6.22,8.73,control,0,41.33
1766,57,Female,Influencer,Basic,8,0.169,6.29,15.47,21.76,control,0,33.64
1767,47,Female,Referral,Basic,3,0.046,7.39,6.86,14.25,treatment,0,34.95
1768,51,Female,Organic Search,Basic,7,0.083,5.16,4.34,9.5,control,1,17.25
1769,53,Male,Referral,Gold,20,0.047,10.66,2.77,13.43,control,0,108.49
1770,51,Female,Influencer,Silver,10,0.117,16.03,2.59,18.62,treatment,1,143.86
1771,38,Female,Organic Search,Gold,14,0.14,3.83,2.36,6.19,control,0,24.9
1772,43,Female,Organic Search,Basic,8,0.213,5.9,5.71,11.61,control,1,15.51
1773,21,Male,Organic Search,Silver,7,0.064,8.02,9.65,17.67,treatment,1,12.54
1774,45,Female,Social Ads,Silver,6,0.165,6.43,0.41,6.84,control,0,21.28
1775,31,Male,Organic Search,Silver,13,0.121,0.05,1.21,1.26,control,1,29.5
1776,39,Male,Organic Search,Basic,8,0.21,15.21,3.67,18.88,treatment,0,21.26
1777,41,Female,Social Ads,Basic,6,0.164,6.94,30.08,37.02,control,0,16.97
1778,18,Male,Influencer,Basic,6,0.144,9.41,14.17,23.58,control,1,23.92
1779,45,Female,Organic Search,Basic,6,0.244,17.22,6.49,23.71,control,1,34.88
1780,33,Male,Social Ads,Basic,2,0.122,16.23,5.75,21.98,control,0,14.43
1781,40,Female,Social Ads,Basic,14,0.177,16.77,2.33,19.1,treatment,1,22.02
1782,43,Male,Social Ads,Silver,6,0.466,4.73,5.0,9.73,control,0,29.31
